Cluster_ID,Keywords,Examples,Stage1_FewShot,Stage2_Critic,Fixed_Label,Label_Source,Root,Parent,Leaf,Coherence_Score,Total_Attempts,Quality
375,"acer, display, flat, panel, spare",Acer LK.15408.003 notebook spare part Display || Acer KL.19008.002 flat panel spare part Display || Acer LK.20109.001 flat panel spare part Display,Electronics > Displays & Monitors > Spare Parts,Electronics > Computer Hardware > Display Spare Parts,Electronics > Computer Hardware > Display Spare Parts,Stage2,Electronics,Computer Hardware,Display Spare Parts,0.6203,2,Excellent (≥0.60)
376,"black, ep, indoor, samsung, white","Samsung EBH1A2US || Samsung TecTiles Blue,White || Samsung ACCR771SBE Black",Office Supplies > Printing Equipment > Printers,Office Supplies > Printers > Samsung Printers,Office Supplies > Printers > Printers Products,Stage2,Office Supplies,Printers,Printers Products,0.3925,2,Acceptable (0.30-0.45)
377,"com, port, serial, tripp, usb",StarTech.com USB to RS232 DB9 Serial Adapter Cable - M/M || StarTech.com 1 Port USB to RS232 DB9 Serial Adapter Cable - M/M || C2G Port Authority USB to 2-Port Serial DB9 Adapter 2ft USB A Grey,Electronics > Computer Accessories > Adapters & Converters,Electronics > Adapters & Converters > USB to Serial Adapters,Electronics > Adapters & Converters > USB to Serial Adapters,Stage2,Electronics,Adapters & Converters,USB to Serial Adapters,0.5519,2,Good (0.45-0.60)
378,"ansi, data, lumens, projector, sony",JVC DLA-N5WE data projector 1800 ANSI lumens D-ILA DCI 4K (4096 x 2160) 3D Desktop projector White || Sony VPL-VW520 ES data projector 1800 ANSI lumens SXRD DCI 4K (4096 x 2160) 3D Portable projector Black || Sony VPL-FH36 data projector 5200 ANSI lumens 3LCD WUXGA (1920x1200) Desktop projector White,Electronics > Projectors > Data Projectors,Electronics > Projectors > Data Projectors,Electronics > Projectors > Data Projectors,Stage2,Electronics,Projectors,Data Projectors,0.5845,2,Good (0.45-0.60)
379,"55, acer, board, flat, power",Acer 55.T0AM2.008 flat panel spare part Power board || Acer 55.LXLM2.040 flat panel spare part Power board || Acer 55.T1JM2.003 flat panel spare part Power board,Electronics > Computer Components > Power Boards,Electronics > Computer Components > Power Supply Boards,Electronics > Computer Components > Power Supply Boards,Stage2,Electronics,Computer Components,Power Supply Boards,0.4817,2,Good (0.45-0.60)
380,"hp, panel, printer, scanner, spare",HP CB414-60101 Front panel Multifunctional || HP CB532-40021 printer/scanner spare part Front panel Multifunctional || HP CB472-60108 printer/scanner spare part Front panel,Electronics > Printers & Scanners > Printer and Scanner Parts,Office Supplies > Printer/Scanner Spare Parts > Front panel,Office Supplies > Printer/Scanner Spare Parts > Front panel,Stage2,Office Supplies,Printer/Scanner Spare Parts,Front panel,0.7054,2,Excellent (≥0.60)
381,"15, corel, pro, standard, winzip","Corel WinZip 18 Standard, ML, DVD || Corel WinZip 15 Standard, 50-99U, EN || Corel WinZip 15 Pro, 25000-49999U, EDU, EN",Software > Compression & Archiving Software > Archiving Software,Software > Compression & Archiving Software > Archiving Software,Software > Compression & Archiving Software > Archiving Software,Stage2,Software,Compression & Archiving Software,Archiving Software,0.4151,2,Acceptable (0.30-0.45)
382,"lexmark, multifunctional, printer, scanner, spare",KYOCERA 303LL07531 printer/scanner spare part Belt Multifunctional || Lexmark 40X2423 printer/scanner spare part Multifunctional || Lexmark 40X1401 printer belt 120000 pages,Office Supplies > Printing Equipment > Printers & Scanners,Office Supplies > Printers & Scanners > Lexmark Multifunctional Printer/Scanner Spare Parts,Office Supplies > Printers & Scanners > Multifunctional Printer/Scanner Spare Parts,Stage2,Office Supplies,Printers & Scanners,Multifunctional Printer/Scanner Spare Parts,0.6648,2,Excellent (≥0.60)
383,"avocent, black, kvm, switch, vertiv",Vertiv Avocent UPD-201 power supply unit || Vertiv Avocent UM KVM MODULE - VGA+SP DUAL RJ45 network transceiver module || Vertiv Avocent Server interface module (32 Pack) PS/2 cable Black,Electronics > Networking & Data Center > KVM Switches,Electronics > Networking Equipment > KVM Switches,Electronics > Networking Equipment > KVM Switches,Stage2,Electronics,Networking Equipment,KVM Switches,0.3958,2,Acceptable (0.30-0.45)
384,"1200, a4, dpi, laser, lexmark",Lexmark 15R0144 output stacker || Lexmark C500n - photodeveloper unit (~120 K images) fuser 120000 pages || Lexmark Mx811dxme Laser 63 ppm 1200 x 1200 DPI A4,Office Supplies > Printing Equipment > Printers & Accessories,Office Supplies > Printing Equipment > Printers & Accessories,Office Supplies > Printing Equipment > Printers & Accessories,Stage2,Office Supplies,Printing Equipment,Printers & Accessories,0.375,2,Acceptable (0.30-0.45)
385,"dm, epson, tm, type, usb",Epson DM-D110BA: Stand-alone type with DP-110 (EDG) || Epson DM-D210-101: Customer display head only (ECW) || Epson DM-D110-102: Customer display head only USB type (ECW),Electronics > Printers & Scanners > Display Monitors,Electronics > Printers & Scanners > Epson Printers,Electronics > Printers & Scanners > Printers,Stage2,Electronics,Printers & Scanners,Printers,0.4948,2,Good (0.45-0.60)
386,"cassette, min, pc, sony, tape",Sony MiniDV Premium Tape - 80 min 1 pc(s) || Thomson CLT204 || Canon High Definition miniDV Cassettes HDVM-E63PR Video cassette 63 min,Electronics > Cameras & Camcorders > Video Tapes,Electronics > Storage Devices > Video Tapes,Electronics > Storage Devices > Video Tapes,Stage2,Electronics,Storage Devices,Video Tapes,0.5642,2,Good (0.45-0.60)
387,"470, cable, dell, sas, scsi",DELL 470-11740 internal power cable || DELL 470-13330 SATA cable Black || DELL 470-10955 SATA cable,Electronics > Computer Hardware > Cables and Connectors,Electronics > Cables & Networking > SAS & SCSI Cables,Electronics > Computer Hardware > Cables and Connectors,Stage1_kept,Electronics,Computer Hardware,Cables and Connectors,0.4625,2,Good (0.45-0.60)
388,"black, channels, samsung, soundbar, speaker",HP QF299AA AV extender AV transmitter & receiver || HP QF299AA AV transmitter & receiver || Samsung VG-SMN100FW/XE speaker mount Floor,Electronics > Audio Equipment > Soundbars,Electronics > Audio Equipment > Soundbars,Electronics > Audio Equipment > Soundbars,Stage2,Electronics,Audio Equipment,Soundbars,0.3735,2,Acceptable (0.30-0.45)
389,"hp, link, module, network, switch",D-Link DPS-200 power supply unit || D-Link 120G CXP InfiniBand cable 0.5 m Black || Intel Omni-Path Edge Switch 100 Series 48 Port Managed Forward 2 PSU 100SWE48QF2,Electronics > Networking Equipment > Network Switches,Electronics > Networking Equipment > Network Switches,Electronics > Networking Equipment > Network Switches,Stage2,Electronics,Networking Equipment,Network Switches,0.3397,2,Acceptable (0.30-0.45)
390,"audio, bigben, black, interactive, turntable","Bigben Interactive Turntable ""Art Deco"" || Bigben Interactive TD114R audio turntable Red || Brigmton BTC-406REC audio turntable Belt-drive audio turntable Black",Electronics > Audio Equipment > Turntables,Electronics > Audio Equipment > Turntables,Electronics > Audio Equipment > Turntables,Stage2,Electronics,Audio Equipment,Turntables,0.5977,2,Good (0.45-0.60)
391,"1y, 4h, dell, mc, ps","DELL 1Y POW - 3Y PS 4H MC, W-7010 || DELL 1Y POW - 5Y PS 4H MC, W-7030 || DELL 1Y POW - 1Y PS 4H MC, W-7005",Electronics > Computer Accessories > Power Supplies,Electronics > Power Supplies > Dell Power Supply,Electronics > Power Supplies > Power Supply,Stage2,Electronics,Power Supplies,Power Supply,0.4842,2,Good (0.45-0.60)
392,"b1, battery, extension, modules, salicru",Salicru BEM (Battery Extension Modules) for SLC-700/1000/1500 TWIN RT2 (B1) (2 x 3 x 7Ah) || Salicru BEM (Battery Extension Modules) for SPS-800 ADVANCE RT2 (B1) || Salicru BEM (Battery Extension Modules) for SLC-700/1000 TWIN PRO2 (B1),Electronics > Battery Accessories > Battery Extension Modules,Electronics > Battery Accessories > Battery Extension Modules,Electronics > Battery Accessories > Battery Extension Modules,Stage2,Electronics,Battery Accessories,Battery Extension Modules,0.5512,2,Good (0.45-0.60)
393,"3y, qnap, ts, tvs, warranty","QNAP NBD2Y-TVS-673E-4G-PL warranty/support extension || QNAP 3Y, f/ TS-853A-4G || QNAP 3Y, f/ TS-873U",Electronics > Network Storage > Warranty Services,Electronics > Warranty Services > QNAP TS Warranty,Electronics > Warranty Services > QNAP TS Warranty,Stage2,Electronics,Warranty Services,QNAP TS Warranty,0.7412,2,Excellent (≥0.60)
394,"accessory, black, chief, mount, projector",Chief SLM317 projector accessory || Chief SLM034 projector accessory || Chief SLM266 projector accessory,Office Supplies > Projector Accessories > Projection Accessories,Office Supplies > Projector Accessories > Projector Mounts,Office Supplies > Projector Accessories > Projection Accessories,Stage1_kept,Office Supplies,Projector Accessories,Projection Accessories,0.5128,2,Good (0.45-0.60)
395,"business, kaspersky, lab, security, year","Kaspersky Lab Endpoint Security f/Business - Advanced, 100-149u, 2Y, Cross 2 year(s) || Kaspersky Lab Endpoint Security f/Business - Advanced, 50-99u, 1Y, GOV Government (GOV) license 1 year(s) || Kaspersky Lab Endpoint Security f/Business - Core, 250-499u, 2Y, Base RNW Base license 2 year(s)",Software > Security Software > Business Security Licenses,Software > Security Software > Kaspersky Lab Business Licenses,Software > Security Software > Lab Business Licenses,Stage2,Software,Security Software,Lab Business Licenses,0.713,2,Excellent (≥0.60)
396,"black, calculator, financial, hp, pocket","HP 12c calculator Desktop Financial Black || HP 10bII+ calculator Pocket Financial Black || HP 40gs calculator Pocket Scientific Black,Silver",Office Supplies > Calculators > Financial Calculators,Office Supplies > Calculators > Financial Calculators,Office Supplies > Calculators > Financial Calculators,Stage2,Office Supplies,Calculators,Financial Calculators,0.5735,2,Good (0.45-0.60)
397,"3yr, 9x5, hp, support, vmware",HP VMware View Premier Add-on to Premier Bundle 100 Pack 3yr 9x5 Support License || HP VMware View Enterprise Add-on to Enterprise Bundle 100 Pack 3yr 9x5 Support Lic || HP VMware View Premier Bundle 100 Pack 3yr 9x5 Support License,Software > Support & Maintenance > Subscription Licenses,Software > Support & Maintenance > Subscription Licenses,Software > Support & Maintenance > Subscription Licenses,Stage2,Software,Support & Maintenance,Subscription Licenses,0.4882,2,Good (0.45-0.60)
398,"canon, museo, paper, photo, rag","Canon Museo Textured Rag 285g/m A4 25sht photo paper || Canon Museo Silver Rag 300g/m 24"" photo paper White Gloss || Canon Museo Textured Rag 285g/m 55.9cm 25sht photo paper",Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Office Supplies > Printing Materials > Photo Paper,Stage2,Office Supplies,Printing Materials,Photo Paper,0.4519,2,Good (0.45-0.60)
399,"accessory, black, chief, mount, projector",Chief SSB085 projector accessory || Chief SSB176 projector mount accessory Black || Chief SSB313 projector mount accessory Black,Office Supplies > Projector Accessories > Projector Mounts,Office Supplies > Projector Accessories > Projector Mounts,Office Supplies > Projector Accessories > Projector Mounts,Stage2,Office Supplies,Projector Accessories,Projector Mounts,0.5365,2,Good (0.45-0.60)
400,"700, cd, mb, pc, sony",Sony RCD-W100B CD player HiFi CD player Black || Sony CDQ80SS1 blank CD CD-R 700 MB || Verbatim CD-RW 700MB 80Min 32x UltraSpeed JC 10pk 10 pc(s),Electronics > Audio & Video Equipment > CDs & Discs,Electronics > Storage Devices > CDs & Discs,Electronics > Storage Devices > CDs & Discs,Stage2,Electronics,Storage Devices,CDs & Discs,0.5525,2,Good (0.45-0.60)
401,"camera, digital, hp, kit, photosmart",HP Y1789B camera kit || HP Photosmart R-series Accessory Kit || HP Photosmart Quick Recharge Kit,Electronics > Cameras & Camcorders > Camera Kits,Electronics > Cameras & Camcorders > Camera Kits,Electronics > Cameras & Camcorders > Camera Kits,Stage2,Electronics,Cameras & Camcorders,Camera Kits,0.5883,2,Good (0.45-0.60)
402,"black, caller, dect, id, telephone",Motorola DS9208 Black || Thomson Mica DECT telephone White Caller ID || Philips D1351B/FR telephone DECT telephone Black Caller ID,Electronics > Telecommunications Equipment > Telephones,Electronics > Telephones > DECT Telephone Black Caller ID,Electronics > Telephones > DECT Telephone Black Caller ID,Stage2,Electronics,Telephones,DECT Telephone Black Caller ID,0.7759,2,Excellent (≥0.60)
403,"ac, adapter, cable, mains, power",2-Power PCGA-AC5Z compatible AC Adapter inc. mains cable || 2-Power AC Adapter 20V 4.5A 90W inc. mains cable || 2-Power 30-49013-01 compatible AC Adapter inc. mains cable,Electronics > Power Accessories > AC Adapters,Electronics > Power Supplies > Adapters,Electronics > Power Accessories > AC Adapters,Stage1_kept,Electronics,Power Accessories,AC Adapters,0.5358,2,Good (0.45-0.60)
404,"battery, canon, ion, li, lithium",Canon LC-E8E || Canon CB-2LW Battery Charger || Canon CB-2LX,Electronics > Batteries & Chargers > Rechargeable Batteries,Electronics > Rechargeable Batteries > Battery Chargers,Electronics > Rechargeable Batteries > Battery Chargers,Stage2,Electronics,Rechargeable Batteries,Battery Chargers,0.3923,2,Acceptable (0.30-0.45)
405,"10, cable, philips, scart, video",Philips Stereo audio cable SWA6713/10 || Philips Stereo audio cable SWA2525W/10 || Philips SWA2102W audio cable 1.8 m Black,Electronics > Cables & Connectors > Audio Video Cables,Electronics > Cables & Connectors > Audio Video Cable,Electronics > Cables & Connectors > Audio Video Cable,Stage2,Electronics,Cables & Connectors,Audio Video Cable,0.5935,2,Good (0.45-0.60)
406,"cm, gb, mah, sony, xperia",Sony SGP-DS1 handheld device accessory Black || Sony SGP-DS4 || Sony ATT-SO1 handheld device accessory,Electronics > Mobile Devices > Batteries,Electronics > Mobile Devices > Accessories,Electronics > Mobile Devices > Accessories,Stage2,Electronics,Mobile Devices,Accessories,0.4741,2,Good (0.45-0.60)
407,"canon, digital, ixus, mp, pixels","Canon Digital IXUS 100 IS Compact camera 12.1 MP CCD 4000 x 3000 pixels 1/2.3"" Black || Canon Digital IXUS 500 HS Compact camera 10.1 MP CMOS 3648 x 2736 pixels 1/2.3"" Red || Canon Digital IXUS 1000 HS Compact camera 10 MP CMOS 3648 x 2736 pixels 1/2.3"" Silver",Electronics > Cameras & Photo > Digital Cameras,Electronics > Cameras & Photo > Digital Cameras,Electronics > Cameras & Photo > Digital Cameras,Stage2,Electronics,Cameras & Photo,Digital Cameras,0.4224,2,Acceptable (0.30-0.45)
408,"capture, com, device, startech, video",StarTech.com USB 2.0 HD PVR Gaming and Video Capture Device – 1080p HDMI / Component || StarTech.com High-Definition PCIe Capture Card - HDMI VGA DVI & Component - 1080P || Matrox VS4 Recorder Pro video capturing device Internal,Electronics > Video Equipment > Video Capture Devices,Electronics > Cameras & Video Equipment > Video Capture Device,Electronics > Cameras & Video Equipment > Video Capture Device,Stage2,Electronics,Cameras & Video Equipment,Video Capture Device,0.5931,2,Good (0.45-0.60)
409,"718sga, calculator, canon, pocket, scientific",Canon F-718SGA calculator Desktop Scientific Black || Canon F-718SGA calculator Pocket Scientific Blue || Canon F-718SGA calculator Pocket Scientific Black,Electronics > Calculators > Scientific Calculators,Electronics > Calculators > Scientific Calculators,Electronics > Calculators > Scientific Calculators,Stage2,Electronics,Calculators,Scientific Calculators,0.4965,2,Good (0.45-0.60)
410,"bank, mah, mophie, power, powerstation",Mophie 2025_JPU-RESERVE-2 || Mophie 2029_JPU-PWRSTION-DU || Mophie 2030_JPU-RESERVE-M,Electronics > Power Banks > Portable Power Stations,Electronics > Power Stations > Portable Power Stations,Electronics > Power Stations > Portable Power Stations,Stage2,Electronics,Power Stations,Portable Power Stations,0.1806,2,Low (<0.30)
